Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Armor2.0,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Custom,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Custom (Base),Seasonal Mod,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6
Holdfast Mask,3097544525,"""6917529207540811528""",junk,Legendary,Helmet,seasonpass,Hunter,1059,1360,Solar Energy Capacity,6,Vault,true,false,false,3,11,,16,7,9,11,14,6,63,0,16,7,9,11,14,6,63,0,legacy,,Upgrade Armor*,,,,,,
Holdfast Vest,2930001572,"""6917529200609744311""",junk,Legendary,Chest Armor,seasonpass,Hunter,1054,1360,Arc Energy Capacity,2,Vault,true,true,false,3,11,,13,2,13,15,8,9,60,0,13,2,13,15,8,9,60,0,legacy,,Upgrade Armor*,,,,,,
Philomath Gloves,760584029,"""6917529237113254520""",,Legendary,Gauntlets,legendaryengram,Warlock,1220,1410,Solar Energy Capacity,3,Vault,true,false,false,4,12,,8,6,12,12,8,7,53,31,8,6,12,12,8,7,53,31,combatstyle,,Upgrade Armor*,,,,,,
Anti-Extinction Gloves,1600224949,"""6917529243437396663""",,Legendary,Gauntlets,do,Warlock,1218,1310,Void Energy Capacity,1,Vault,true,false,false,3,10,,2,12,12,8,17,2,53,22,2,12,12,8,17,2,53,22,legacy,,Change Energy Type*,,,,,,
Iron Will Gloves,3179623987,"""6917529243455156456""",,Legendary,Gauntlets,ironbanner,Warlock,1239,1410,Solar Energy Capacity,2,Vault,true,false,false,4,12,,2,17,11,2,20,12,64,25,2,17,11,2,20,12,64,25,combatstyle,,Iron Mossbone*,Upgrade Armor*,,,,,
Holdfast Helm,1214477175,"""6917529196034730130""",junk,Legendary,Helmet,seasonpass,Titan,1050,1360,Solar Energy Capacity,2,Vault,true,true,false,3,11,,6,6,18,8,9,13,60,37,6,6,18,8,9,13,60,37,legacy,,Upgrade Armor*,,,,,,
Nezarec's Sin,3381022971,"""6917529200029044401""",keep,Exotic,Helmet,,Warlock,1050,,Void Energy Capacity,7,Vault,true,true,false,1,1,,8,15,9,17,10,6,65,32,8,15,9,17,10,6,65,32,combatstyle,,Grenade Launcher Ammo Finder*,Grenade Launcher Ammo Finder*,Upgrade Armor*,Abyssal Extractors*,,,
Phoenix Protocol,4057299719,"""6917529203872340575""",,Exotic,Chest Armor,,Warlock,1059,,Solar Energy Capacity,9,Vault,true,true,false,2,4,,9,7,16,7,16,8,63,31,9,7,16,7,16,8,63,31,combatstyle,,Upgrade Armor*,Battle-Hearth*,,,,,
Holdfast Vest,2930001572,"""6917529203434805642""",infuse,Legendary,Chest Armor,seasonpass,Hunter,1058,1360,Arc Energy Capacity,2,Vault,true,false,false,3,11,,15,2,13,2,15,14,61,0,15,2,13,2,15,14,61,0,legacy,,Upgrade Armor*,,,,,,
Solstice Boots (Magnificent),1402082511,"""6917529202238408959""",junk,Legendary,Leg Armor,,Warlock,1055,1360,Arc Energy Capacity,3,Vault,true,false,false,3,11,Solstice of Heroes,12,6,12,6,22,2,60,20,12,6,12,6,22,2,60,20,legacy,,Upgrade Armor*,Solstice Boots (Magnificent)*,,,,,
Simulator Boots,3030715588,"""6917529202674687183""",junk,Legendary,Leg Armor,fwc,Hunter,1056,1310,Solar Energy Capacity,5,Vault,true,true,false,3,10,,28,2,2,2,2,27,63,0,28,2,2,2,2,27,63,0,legacy,,Upgrade Armor*,,,,,,
Holdfast Greaves,1131831128,"""6917529194319908032""",junk,Legendary,Leg Armor,seasonpass,Titan,1050,1360,Arc Energy Capacity,1,Vault,true,false,false,3,11,,6,9,18,12,2,14,61,41,6,9,18,12,2,14,61,41,legacy,,Change Energy Type*,,,,,,
Anti-Extinction Robes,3373566763,"""6917529172101836183""",junk,Legendary,Chest Armor,do,Warlock,1050,1310,Solar Energy Capacity,1,Vault,true,true,false,3,10,,6,2,21,16,2,16,63,53,6,2,21,16,2,16,63,53,legacy,,Change Energy Type*,,,,,,
Mask of the Great Hunt,1190016345,"""6917529190644042676""",junk,Legendary,Helmet,lastwish,Hunter,1050,1360,Void Energy Capacity,10,Vault,true,true,false,3,11,,15,10,10,15,11,11,72,0,13,8,8,13,9,9,60,0,legacy,,Grenade Launcher Ammo Finder*,Taken Armaments*,Upgrade Armor*,,,,
Iron Remembrance Greaves,1425558127,"""6917529179332793257""",junk,Legendary,Leg Armor,ironbanner,Titan,1050,1310,Solar Energy Capacity,2,Vault,true,false,false,3,10,,8,10,13,15,15,2,63,25,8,10,13,15,15,2,63,25,legacy,,Iron Precious*,Upgrade Armor*,,,,,
Gemini Jester,1163283805,"""6917529203382032898""",favorite,Exotic,Leg Armor,,Hunter,1058,,Arc Energy Capacity,10,Vault,true,true,false,1,2,,24,8,17,10,17,10,86,0,12,6,15,8,15,8,64,0,combatstyle,,Mobility Mod*,Shotgun Scavenger*,Shotgun Scavenger*,Radiant Light*,Calus's Treasured*,Upgrade Armor*,Misdirection*
Iron Remembrance Grips,3308875113,"""6917529188472078055""",junk,Legendary,Gauntlets,ironbanner,Hunter,1050,1310,Solar Energy Capacity,5,Vault,true,false,false,3,10,,22,6,2,16,2,12,60,0,22,6,2,16,2,12,60,0,legacy,,Iron Precious*,Upgrade Armor*,,,,,
Solstice Mask (Magnificent),3742741341,"""6917529200783691589""",junk,Legendary,Helmet,,Hunter,1054,1360,Arc Energy Capacity,9,Vault,true,false,false,3,11,Solstice of Heroes,16,6,9,21,2,9,63,0,16,6,9,21,2,9,63,0,legacy,,Sword Ammo Finder*,Sword Ammo Finder*,Lucent Blade*,Upgrade Armor*,,,
Holdfast Boots,674876967,"""6917529206342145230""",junk,Legendary,Leg Armor,seasonpass,Warlock,1050,1360,Arc Energy Capacity,4,Vault,true,false,false,3,11,,7,22,2,16,9,6,62,24,7,22,2,16,9,6,62,24,legacy,,Upgrade Armor*,,,,,,
Seventh Seraph Grips,2701297915,"""6917529225619874718""",,Legendary,Gauntlets,seasonpass,Hunter,1224,1310,Solar Energy Capacity,4,Vault,true,true,false,3,10,,2,14,15,17,6,10,64,0,2,14,15,17,6,10,64,0,legacy,,Upgrade Armor*,,,,,,
Sanguine Alchemy,3070555693,"""6917529140360807887""",,Exotic,Chest Armor,,Warlock,1050,,Arc Energy Capacity,7,Vault,true,true,false,1,3,,2,14,15,2,8,17,58,34,2,14,15,2,8,17,58,34,combatstyle,,Upgrade Armor*,Blood Magic*,,,,,
High-Minded Complex,339438127,"""6917529203561632504""",junk,Legendary,Gauntlets,legendaryengram,Warlock,1050,1260,Void Energy Capacity,3,Vault,true,true,false,3,9,,2,2,24,7,11,6,52,37,2,2,24,7,11,6,52,37,legacy,,Upgrade Armor*,,,,,,
Flowing Vest (CODA),508076356,"""6917529205485248569""",junk,Legendary,Chest Armor,prophecy,Hunter,1050,1360,Solar Energy Capacity,3,Vault,true,true,false,3,11,,16,2,16,2,6,22,64,0,16,2,16,2,6,22,64,0,legacy,,Upgrade Armor*,,,,,,
The Sixth Coyote,1474735277,"""6917529227249761647""",,Exotic,Chest Armor,,Hunter,1234,,Void Energy Capacity,5,Vault,true,false,false,2,4,,9,9,13,22,2,7,62,0,9,9,13,22,2,7,62,0,combatstyle,,Upgrade Armor*,Double Dodge*,,,,,
Holdfast Strides,3136019014,"""6917529205545912895""",junk,Legendary,Leg Armor,seasonpass,Hunter,1059,1360,Solar Energy Capacity,4,Vault,true,false,false,3,11,,8,10,10,2,29,2,61,0,8,10,10,2,29,2,61,0,legacy,,Fusion Rifle Scavenger*,Fusion Rifle Scavenger*,Upgrade Armor*,,,,
Holdfast Strides,3136019014,"""6917529203561638933""",junk,Legendary,Leg Armor,seasonpass,Hunter,1058,1360,Solar Energy Capacity,3,Vault,true,true,false,3,11,,2,21,6,8,14,7,58,0,2,21,6,8,14,7,58,0,legacy,,Upgrade Armor*,,,,,,
Eye of Another World,3381022970,"""6917529203891201654""",,Exotic,Helmet,,Warlock,1059,,Arc Energy Capacity,1,Vault,true,true,false,1,1,,12,7,14,13,6,12,64,39,12,7,14,13,6,12,64,39,combatstyle,,Change Energy Type*,Cerebral Uplink*,,,,,
Holdfast Strides,3136019014,"""6917529205239900048""",junk,Legendary,Leg Armor,seasonpass,Hunter,1059,1360,Solar Energy Capacity,3,Vault,true,false,false,3,11,,2,12,19,6,2,22,63,0,2,12,19,6,2,22,63,0,legacy,,Traction*,Burning Cells*,Upgrade Armor*,,,,
Phobos Warden Strides,438165659,"""6917529221709000141""",,Legendary,Leg Armor,strikes,Hunter,1215,1410,Arc Energy Capacity,3,Vault,true,false,false,4,12,,2,11,16,6,20,2,57,0,2,11,16,6,20,2,57,0,combatstyle,,Upgrade Armor*,,,,,,
Eye of Another World,3381022970,"""6917529203891200802""",,Exotic,Helmet,,Warlock,1059,,Solar Energy Capacity,1,Vault,true,true,false,1,1,,2,21,10,10,7,14,64,34,2,21,10,10,7,14,64,34,combatstyle,,Change Energy Type*,Cerebral Uplink*,,,,,
Holdfast Helm,1214477175,"""6917529194325657329""",favorite,Legendary,Helmet,seasonpass,Titan,1050,1360,Solar Energy Capacity,2,Vault,true,false,false,3,11,,2,21,8,15,2,12,60,41,2,21,8,15,2,12,60,41,legacy,,Upgrade Armor*,,,,,,
Holdfast Cloak,3673831673,"""6917529198773653942""",archive,Legendary,Hunter Cloak,seasonpass,Hunter,1050,1360,Void Energy Capacity,10,Vault,true,false,false,3,11,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,0,0,legacy,,Upgrade Armor*,,,,,,
Iron Remembrance Grips,3308875113,"""6917529186834786314""",junk,Legendary,Gauntlets,ironbanner,Hunter,1050,1310,Void Energy Capacity,3,Vault,true,false,false,3,10,,14,7,8,10,9,12,60,0,14,7,8,10,9,12,60,0,legacy,,Iron Precious*,Upgrade Armor*,,,,,
Holdfast Helm,1214477175,"""6917529206648852364""",junk,Legendary,Helmet,seasonpass,Titan,1059,1360,Solar Energy Capacity,6,Vault,true,false,false,3,11,,7,18,7,11,14,6,63,31,7,18,7,11,14,6,63,31,legacy,,Upgrade Armor*,,,,,,
Peregrine Greaves,2255796155,"""6917529203749683458""",,Exotic,Leg Armor,,Titan,1059,,Void Energy Capacity,2,Vault,true,true,false,2,7,,9,3,20,7,14,10,63,33,9,3,20,7,14,10,63,33,combatstyle,,Upgrade Armor*,Peregrine Strike*,,,,,
Holdfast Gauntlets,287888126,"""6917529194330964478""",junk,Legendary,Gauntlets,seasonpass,Titan,1050,1360,Solar Energy Capacity,8,Vault,true,false,false,3,11,,6,26,2,12,8,9,63,37,6,26,2,12,8,9,63,37,legacy,,Enhanced Submachine Gun Loader*,Rage of the Warmind*,Upgrade Armor*,,,,
Hallowfire Heart,1192890598,"""6917529203926137938""",,Exotic,Chest Armor,,Titan,1059,,Solar Energy Capacity,9,Vault,true,true,false,1,1,,11,13,9,8,22,2,65,24,11,13,9,8,22,2,65,24,combatstyle,,Upgrade Armor*,Sunfire Furnace*,,,,,
Cinder Pinion Strides,1069002790,"""6917529235984165755""",infuse,Legendary,Leg Armor,crucible,Hunter,1250,1410,Arc Energy Capacity,1,Vault,true,false,false,4,12,,16,2,16,9,18,2,63,0,16,2,16,9,18,2,63,0,combatstyle,,Change Energy Type*,,,,,,
Substitutional Alloy Boots,1721943440,"""6917529170783165400""",,Legendary,Leg Armor,seasonpass,Warlock,1050,1060,Arc Energy Capacity,7,Vault,true,false,false,3,8,,7,14,16,18,11,2,68,36,7,9,16,18,11,2,63,36,legacy,,Minor Resilience Mod*,Traction*,Shotgun Scavenger*,Radiant Light*,Upgrade Armor*,Blood Lineage Boots*,
Legacy's Oath Boots,756445218,"""6917529238904610089""",,Legendary,Leg Armor,deepstonecrypt,Warlock,1235,1410,Solar Energy Capacity,2,Vault,true,false,false,4,12,,2,9,22,7,8,14,62,43,2,9,22,7,8,14,62,43,"combatstyle,deepstonecrypt",,Upgrade Armor*,,,,,,
Eternal Warrior,2808156426,"""6917529125867015914""",,Exotic,Helmet,,Titan,1050,,Arc Energy Capacity,1,Vault,true,true,false,1,3,,6,12,6,6,12,6,48,24,6,12,6,6,12,6,48,24,combatstyle,,Change Energy Type*,Resolute*,,,,,
Armamentarium,3874247549,"""6917529216804774248""",,Exotic,Chest Armor,,Titan,1203,,Arc Energy Capacity,1,Vault,true,true,false,1,3,,2,28,3,10,10,12,65,43,2,28,3,10,10,12,65,43,combatstyle,,Change Energy Type*,And Another Thing*,,,,,
Seventh Seraph Boots,1829417670,"""6917529238950933255""",,Legendary,Leg Armor,seasonpass,Warlock,1233,1310,Arc Energy Capacity,1,Vault,true,false,false,3,10,,2,6,22,13,2,12,57,47,2,6,22,13,2,12,57,47,legacy,,Change Energy Type*,,,,,,
Dreambane Mark,3312368889,"""6917529202431962330""",archive,Legendary,Titan Mark,moon,Titan,1057,1060,Void Energy Capacity,10,Vault,true,false,false,3,8,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,0,0,legacy,,Hive Armaments*,Upgrade Armor*,Solstice Mark (Magnificent)*,,,,
Solstice Boots (Magnificent),1402082511,"""6917529202778593837""",junk,Legendary,Leg Armor,,Warlock,1050,1360,Arc Energy Capacity,1,Vault,true,true,false,3,11,Solstice of Heroes,6,9,15,15,7,9,61,39,6,9,15,15,7,9,61,39,legacy,,Change Energy Type*,,,,,,
Getaway Artist,3084282676,"""6917529186366792236""",keep,Exotic,Gauntlets,,Warlock,1050,,Void Energy Capacity,2,Vault,true,true,false,2,6,,2,21,13,8,11,12,67,33,2,21,13,8,11,12,67,33,combatstyle,,Upgrade Armor*,Dynamic Duo*,,,,,
Seventh Seraph Vest,4224643669,"""6917529193240266985""",junk,Legendary,Chest Armor,seasonpass,Hunter,1050,1310,Solar Energy Capacity,6,Vault,true,false,false,3,10,,16,12,6,6,19,8,67,0,16,12,6,6,19,8,67,0,legacy,,Upgrade Armor*,,,,,,
Moonfang-X7 Gauntlets,1581574297,"""6917529202799710746""",junk,Legendary,Gauntlets,prophecy,Titan,1058,1360,Arc Energy Capacity,1,Vault,true,true,false,3,11,,2,2,24,2,20,9,59,35,2,2,24,2,20,9,59,35,legacy,,Change Energy Type*,,,,,,
Shadow's Vest,942205921,"""6917529196229917397""",junk,Legendary,Chest Armor,crownofsorrow,Hunter,1050,1360,Void Energy Capacity,4,Vault,true,false,false,3,11,,7,2,18,13,2,15,57,0,7,2,18,13,2,15,57,0,legacy,,Imperial Dress*,Upgrade Armor*,,,,,
Iron Remembrance Vest,92135663,"""6917529188452253500""",junk,Legendary,Chest Armor,ironbanner,Hunter,1050,1310,Solar Energy Capacity,2,Vault,true,false,false,3,10,,6,8,16,13,2,16,61,0,6,8,16,13,2,16,61,0,legacy,,Iron Precious*,Upgrade Armor*,,,,,
Dreambane Bond,2048903186,"""6917529200799093425""",archive,Legendary,Warlock Bond,moon,Warlock,1055,1060,Arc Energy Capacity,10,Vault,true,false,false,3,8,,12,2,2,2,2,2,22,0,0,0,0,0,0,0,0,0,legacy,,Mobility Mod*,Powerful Friends*,Upgrade Armor*,Phenotype Plasticity Bond*,,,
Sovereign Boots,869711119,"""6917529243304208748""",,Legendary,Leg Armor,nm,Hunter,1250,1310,Arc Energy Capacity,1,Vault,true,false,false,3,10,,2,2,23,16,2,6,51,0,2,2,23,16,2,6,51,0,legacy,,Change Energy Type*,,,,,,
Dreambane Cloak,193805725,"""6917529205468608794""",archive,Legendary,Hunter Cloak,moon,Hunter,1060,1060,Solar Energy Capacity,10,Vault,true,false,false,3,8,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,0,0,legacy,,Upgrade Armor*,,,,,,
Dreambane Bond,2048903186,"""6917529198991470200""",archive,Legendary,Warlock Bond,moon,Warlock,1054,1060,Solar Energy Capacity,10,Vault,true,false,false,3,8,,2,2,2,12,2,2,22,0,0,0,0,0,0,0,0,0,legacy,,Discipline Mod*,Upgrade Armor*,Phenotype Plasticity Bond*,,,,
Fr0st-EE5,609852545,"""6917529215707724450""",,Exotic,Leg Armor,,Hunter,1122,,Void Energy Capacity,1,Vault,true,true,false,1,3,,9,18,7,11,12,10,67,0,9,18,7,11,12,10,67,0,combatstyle,,Change Energy Type*,Rapid Cooldown*,,,,,
Solstice Boots (Magnificent),1402082511,"""6917529202804990584""",junk,Legendary,Leg Armor,,Warlock,1050,1360,Void Energy Capacity,1,Vault,true,false,false,3,11,Solstice of Heroes,8,6,14,6,2,22,58,42,8,6,14,6,2,22,58,42,legacy,,Change Energy Type*,,,,,,
Iron Remembrance Vest,92135663,"""6917529188190283959""",junk,Legendary,Chest Armor,ironbanner,Hunter,1050,1310,Solar Energy Capacity,1,Vault,true,false,false,3,10,,13,17,2,11,9,12,64,0,13,17,2,11,9,12,64,0,legacy,,Iron Precious*,Change Energy Type*,,,,,
Dreambane Mark,3312368889,"""6917529204750869052""",archive,Legendary,Titan Mark,moon,Titan,1060,1060,Solar Energy Capacity,10,Vault,true,false,false,3,8,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,0,0,legacy,,Upgrade Armor*,,,,,,
Dreambane Cloak,193805725,"""6917529190441987487""",archive,Legendary,Hunter Cloak,moon,Hunter,1050,1060,Solar Energy Capacity,10,Vault,true,false,false,3,8,,2,2,12,2,2,2,22,0,0,0,0,0,0,0,0,0,legacy,,Recovery Mod*,Light Reactor*,Light Reactor*,Skele-Ghaul*,Upgrade Armor*,,
Moonfang-X7 Boots,1781294872,"""6917529202951651506""",junk,Legendary,Leg Armor,prophecy,Warlock,1058,1360,Arc Energy Capacity,1,Vault,true,false,false,3,11,,2,9,18,9,11,9,58,36,2,9,18,9,11,9,58,36,legacy,,Change Energy Type*,,,,,,
Iron Remembrance Gauntlets,713182381,"""6917529188466848653""",junk,Legendary,Gauntlets,ironbanner,Titan,1050,1310,Void Energy Capacity,1,Vault,true,false,false,3,10,,2,6,22,12,8,8,58,36,2,6,22,12,8,8,58,36,legacy,,Iron Precious*,Change Energy Type*,,,,,
Shadow's Strides,1107067065,"""6917529184938596458""",junk,Legendary,Leg Armor,crownofsorrow,Hunter,1050,1360,Solar Energy Capacity,8,Vault,true,false,false,3,11,,16,2,24,2,16,12,72,0,16,2,14,2,16,12,62,0,legacy,,Recovery Mod*,Fusion Rifle Scavenger*,Fusion Rifle Scavenger*,Amethyst Veil*,Upgrade Armor*,,
Dreambane Cloak,193805725,"""6917529155248352124""",archive,Legendary,Hunter Cloak,moon,Hunter,1054,1060,Void Energy Capacity,10,Vault,true,true,false,3,8,,12,2,2,2,2,2,22,0,0,0,0,0,0,0,0,0,legacy,,Mobility Mod*,Amethyst Veil*,Upgrade Armor*,Phenotype Plasticity Cloak*,,,
Skull of Dire Ahamkara,1030017949,"""6917529203687174727""",,Exotic,Helmet,,Warlock,1059,,Solar Energy Capacity,3,Vault,true,true,false,1,1,,8,13,9,2,12,16,60,27,8,13,9,2,12,16,60,27,combatstyle,,Upgrade Armor*,Actual Grandeur*,,,,,
Antaeus Wards,2423243921,"""6917529203735775763""",keep,Exotic,Leg Armor,,Titan,1059,,Arc Energy Capacity,3,Vault,true,true,false,2,4,,7,6,19,6,15,7,60,32,7,6,19,6,15,7,60,32,combatstyle,,Upgrade Armor*,Reflective Vents*,,,,,
Helm of Saint-14,106575079,"""6917529151220518113""",keep,Exotic,Helmet,,Titan,1050,,Arc Energy Capacity,9,Vault,true,true,false,1,2,,12,3,24,6,2,21,68,38,12,3,14,6,2,21,58,38,combatstyle,,Recovery Mod*,Heavy Ammo Finder*,Lunar Gloom*,Upgrade Armor*,Starless Night*,,
Dreambane Cloak,193805725,"""6917529206348397203""",archive,Legendary,Hunter Cloak,moon,Hunter,1060,1060,Solar Energy Capacity,10,Vault,true,false,false,3,8,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,0,0,legacy,,Upgrade Armor*,,,,,,
Crest of Alpha Lupi,1591207519,"""6917529203937925394""",,Exotic,Chest Armor,,Titan,1059,,Arc Energy Capacity,4,Vault,true,true,false,1,1,,15,15,3,8,6,16,63,34,15,15,3,8,6,16,63,34,combatstyle,,Upgrade Armor*,Survival Well*,,,,,
Holdfast Cover,1173249516,"""6917529203891200447""",junk,Legendary,Helmet,seasonpass,Warlock,1050,1360,Void Energy Capacity,2,Vault,true,true,false,3,11,,6,12,16,9,2,20,65,45,6,12,16,9,2,20,65,45,legacy,,Upgrade Armor*,,,,,,
Righteous Grips,3750877150,"""6917529198724690734""",junk,Legendary,Gauntlets,seasonpass,Hunter,1053,1260,Arc Energy Capacity,1,Vault,true,false,false,3,9,,7,6,18,20,2,8,61,0,7,6,18,20,2,8,61,0,legacy,,Change Energy Type*,,,,,,
One-Eyed Mask,2578771006,"""6917529203692586870""",,Exotic,Helmet,,Titan,1050,,Arc Energy Capacity,3,Vault,true,true,false,2,4,,9,13,9,8,21,2,62,24,9,13,9,8,21,2,62,24,combatstyle,,Upgrade Armor*,Vengeance*,,,,,
Sovereign Vest,3060679667,"""6917529193704444923""",junk,Legendary,Chest Armor,nm,Hunter,1050,1310,Arc Energy Capacity,2,Vault,true,false,false,3,10,,8,13,9,7,23,2,62,0,8,13,9,7,23,2,62,0,legacy,,Upgrade Armor*,,,,,,
Holdfast Plate,1585947570,"""6917529201974471530""",junk,Legendary,Chest Armor,seasonpass,Titan,1053,1360,Arc Energy Capacity,3,Vault,true,false,false,3,11,,7,22,2,16,6,8,61,32,7,22,2,16,6,8,61,32,legacy,,Upgrade Armor*,,,,,,
Anti-Extinction Greaves,248161012,"""6917529197685753816""",junk,Legendary,Leg Armor,do,Titan,1050,1310,Solar Energy Capacity,3,Vault,true,false,false,3,10,,2,2,26,9,11,12,62,40,2,2,26,9,11,12,62,40,legacy,,Upgrade Armor*,,,,,,
Phoenix Cradle,1537074069,"""6917529203921096829""",,Exotic,Leg Armor,,Titan,1059,,Void Energy Capacity,4,Vault,true,true,false,3,8,,6,12,14,2,19,8,61,34,6,12,14,2,19,8,61,34,combatstyle,,Upgrade Armor*,Beacons of Empowerment*,,,,,
Iron Truage Vestments,1604601714,"""6917529153847512846""",junk,Legendary,Chest Armor,ironbanner,Warlock,1050,1260,Void Energy Capacity,7,Vault,true,false,false,3,9,,13,2,13,14,14,2,58,29,13,2,13,14,14,2,58,29,legacy,,Sniper Rifle Reserves*,Sniper Rifle Reserves*,Grayscale Undergrowth*,Upgrade Armor*,,,
Armamentarium,3874247549,"""6917529203700209181""",favorite,Exotic,Chest Armor,,Titan,1058,,Void Energy Capacity,9,Vault,true,true,false,1,3,,14,4,26,8,11,9,72,29,14,4,16,8,11,9,62,29,combatstyle,,Recovery Mod*,Upgrade Armor*,And Another Thing*,,,,
Icarus Drifter Vest,1399263478,"""6917529197568613448""",junk,Legendary,Chest Armor,legendaryengram,Hunter,1050,1360,Void Energy Capacity,1,Vault,true,false,false,3,11,,12,2,12,12,2,13,53,0,12,2,12,12,2,13,53,0,legacy,,Change Energy Type*,,,,,,
Peacekeepers,3539357319,"""6917529203153389844""",,Exotic,Leg Armor,,Titan,1050,,Arc Energy Capacity,2,Vault,true,true,false,1,1,,8,9,17,12,8,8,62,34,8,9,17,12,8,8,62,34,combatstyle,,Upgrade Armor*,Mecha Holster*,,,,,
Gwisin Vest,1474735276,"""6917529203902310391""",,Exotic,Chest Armor,,Hunter,1059,,Void Energy Capacity,2,Vault,true,true,false,2,4,,15,18,2,12,6,14,67,0,15,18,2,12,6,14,67,0,combatstyle,,Upgrade Armor*,Roving Assassin*,,,,,
Binary Phoenix Mark,3884544409,"""6917529182180605458""",archive,Legendary,Titan Mark,crucible,Titan,1050,1310,Arc Energy Capacity,10,Vault,true,false,false,3,10,,2,12,2,2,2,22,42,0,0,0,0,0,0,0,0,0,legacy,,Resilience Mod*,One-Two Finisher*,Radiant Light*,New Age Black Armory*,Upgrade Armor*,,
Iron Remembrance Plate,63725907,"""6917529187646479782""",junk,Legendary,Chest Armor,ironbanner,Titan,1050,1310,Void Energy Capacity,1,Vault,true,false,false,3,10,,10,6,14,2,18,12,62,32,10,6,14,2,18,12,62,32,legacy,,Iron Precious*,Change Energy Type*,,,,,
